text,textLen,wordCount,features,scaledFeatures,tokenizedWordsString
"out of that dark hall, and wander about among those beds of bright",66,13,"[66.0,13.0]","[0.7936691552609052,0.8564860118892829]","[out, of, that, dark, hall,, and, wander, about, among, those, beds, of, bright]"
"flowers and those cool fountains, but she could not even get her head",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[flowers, and, those, cool, fountains,, but, she, could, not, even, get, her, head]"
"through the doorway; “and even if my head would go through,” thought",68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[through, the, doorway;, “and, even, if, my, head, would, go, through,”, thought]"
"poor Alice, “it would be of very little use without my shoulders. Oh,",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[poor, alice,, “it, would, be, of, very, little, use, without, my, shoulders., oh,]"
"how I wish I could shut up like a telescope! I think I could, if I only",71,17,"[71.0,17.0]","[0.963384628870272,1.5843684863476686]","[how, i, wish, i, could, shut, up, like, a, telescope!, i, think, i, could,, if, i, only]"
"knew how to begin.” For, you see, so many out-of-the-way things had",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[knew, how, to, begin.”, for,, you, see,, so, many, out-of-the-way, things, had]"
"happened lately, that Alice had begun to think that very few things",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[happened, lately,, that, alice, had, begun, to, think, that, very, few, things]"
indeed were really impossible.,30,4,"[30.0,4.0]","[-0.4282822547265358,-0.781249555642085]","[indeed, were, really, impossible.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"There seemed to be no use in waiting by the little door, so she went",68,15,"[68.0,15.0]","[0.8615553447046519,1.2204272491184758]","[there, seemed, to, be, no, use, in, waiting, by, the, little, door,, so, she, went]"
"back to the table, half hoping she might find another key on it, or at",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[back, to, the, table,, half, hoping, she, might, find, another, key, on, it,, or, at]"
any rate a book of rules for shutting people up like telescopes: this,69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[any, rate, a, book, of, rules, for, shutting, people, up, like, telescopes:, this]"
"time she found a little bottle on it, (“which certainly was not here",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[time, she, found, a, little, bottle, on, it,, (“which, certainly, was, not, here]"
"before,” said Alice,) and round the neck of the bottle was a paper",66,13,"[66.0,13.0]","[0.7936691552609052,0.8564860118892829]","[before,”, said, alice,), and, round, the, neck, of, the, bottle, was, a, paper]"
"label, with the words “DRINK ME,” beautifully printed on it in large",68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[label,, with, the, words, “drink, me,”, beautifully, printed, on, it, in, large]"
letters.,8,1,"[8.0,1.0]","[-1.1750303386077496,-1.3271614114858743]",[letters.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"It was all very well to say “Drink me,” but the wise little Alice was",69,15,"[69.0,15.0]","[0.8954984394265252,1.2204272491184758]","[it, was, all, very, well, to, say, “drink, me,”, but, the, wise, little, alice, was]"
"not going to do _that_ in a hurry. “No, I’ll look first,” she said,",67,14,"[67.0,14.0]","[0.8276122499827785,1.0384566305038794]","[not, going, to, do, _that_, in, a, hurry., “no,, i’ll, look, first,”, she, said,]"
“and see whether it’s marked ‘_poison_’ or not”; for she had read,65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[“and, see, whether, it’s, marked, ‘_poison_’, or, not”;, for, she, had, read]"
"several nice little histories about children who had got burnt, and",67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[several, nice, little, histories, about, children, who, had, got, burnt,, and]"
"eaten up by wild beasts and other unpleasant things, all because they",69,12,"[69.0,12.0]","[0.8954984394265252,0.6745153932746865]","[eaten, up, by, wild, beasts, and, other, unpleasant, things,, all, because, they]"
_would_ not remember the simple rules their friends had taught them:,68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[_would_, not, remember, the, simple, rules, their, friends, had, taught, them:]"
"such as, that a red-hot poker will burn you if you hold it too long;",68,15,"[68.0,15.0]","[0.8615553447046519,1.2204272491184758]","[such, as,, that, a, red-hot, poker, will, burn, you, if, you, hold, it, too, long;]"
"and that if you cut your finger _very_ deeply with a knife, it usually",70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[and, that, if, you, cut, your, finger, _very_, deeply, with, a, knife,, it, usually]"
"bleeds; and she had never forgotten that, if you drink much from a",66,13,"[66.0,13.0]","[0.7936691552609052,0.8564860118892829]","[bleeds;, and, she, had, never, forgotten, that,, if, you, drink, much, from, a]"
"bottle marked “poison,” it is almost certain to disagree with you,",66,11,"[66.0,11.0]","[0.7936691552609052,0.49254477466009]","[bottle, marked, “poison,”, it, is, almost, certain, to, disagree, with, you,]"
sooner or later.,16,3,"[16.0,3.0]","[-0.9034855808327629,-0.9632201742566815]","[sooner, or, later.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"However, this bottle was _not_ marked “poison,” so Alice ventured to",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[however,, this, bottle, was, _not_, marked, “poison,”, so, alice, ventured, to]"
"taste it, and finding it very nice, (it had, in fact, a sort of mixed",69,15,"[69.0,15.0]","[0.8954984394265252,1.2204272491184758]","[taste, it,, and, finding, it, very, nice,, (it, had,, in, fact,, a, sort, of, mixed]"
"flavour of cherry-tart, custard, pine-apple, roast turkey, toffee, and",70,9,"[70.0,9.0]","[0.9294415341483986,0.1286035374308971]","[flavour, of, cherry-tart,, custard,, pine-apple,, roast, turkey,, toffee,, and]"
"hot buttered toast,) she very soon finished it off.",51,9,"[51.0,9.0]","[0.28452273443280474,0.1286035374308971]","[hot, buttered, toast,), she, very, soon, finished, it, off.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
*      *      *      *      *      *      *,43,37,"[43.0,37.0]","[0.012977976657817879,5.223780858639596]","[*, , , , , , *, , , , , , *, , , , , , *, , , , , , *, , , , , , *, , , , , , *]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
*      *      *      *      *      *,40,35,"[40.0,35.0]","[-0.08885130750780221,4.859839621410404]","[, , , , *, , , , , , *, , , , , , *, , , , , , *, , , , , , *, , , , , , *]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
*      *      *      *      *      *      *,43,37,"[43.0,37.0]","[0.012977976657817879,5.223780858639596]","[*, , , , , , *, , , , , , *, , , , , , *, , , , , , *, , , , , , *, , , , , , *]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“What a curious feeling!” said Alice; “I must be shutting up like a,67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[“what, a, curious, feeling!”, said, alice;, “i, must, be, shutting, up, like, a]"
telescope.”,11,1,"[11.0,1.0]","[-1.0732010544421295,-1.3271614114858743]",[telescope.”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"And so it was indeed: she was now only ten inches high, and her face",68,15,"[68.0,15.0]","[0.8615553447046519,1.2204272491184758]","[and, so, it, was, indeed:, she, was, now, only, ten, inches, high,, and, her, face]"
brightened up at the thought that she was now the right size for going,70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[brightened, up, at, the, thought, that, she, was, now, the, right, size, for, going]"
"through the little door into that lovely garden. First, however, she",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[through, the, little, door, into, that, lovely, garden., first,, however,, she]"
waited for a few minutes to see if she was going to shrink any further:,71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[waited, for, a, few, minutes, to, see, if, she, was, going, to, shrink, any, further:]"
"she felt a little nervous about this; “for it might end, you know,”",67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[she, felt, a, little, nervous, about, this;, “for, it, might, end,, you, know,”]"
"said Alice to herself, “in my going out altogether, like a candle. I",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[said, alice, to, herself,, “in, my, going, out, altogether,, like, a, candle., i]"
wonder what I should be like then?” And she tried to fancy what the,67,14,"[67.0,14.0]","[0.8276122499827785,1.0384566305038794]","[wonder, what, i, should, be, like, then?”, and, she, tried, to, fancy, what, the]"
"flame of a candle is like after the candle is blown out, for she could",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[flame, of, a, candle, is, like, after, the, candle, is, blown, out,, for, she, could]"
not remember ever having seen such a thing.,43,8,"[43.0,8.0]","[0.012977976657817879,-0.053367081183699316]","[not, remember, ever, having, seen, such, a, thing.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"After a while, finding that nothing more happened, she decided on going",71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[after, a, while,, finding, that, nothing, more, happened,, she, decided, on, going]"
"into the garden at once; but, alas for poor Alice! when she got to the",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[into, the, garden, at, once;, but,, alas, for, poor, alice!, when, she, got, to, the]"
"door, she found she had forgotten the little golden key, and when she",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[door,, she, found, she, had, forgotten, the, little, golden, key,, and, when, she]"
"went back to the table for it, she found she could not possibly reach",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[went, back, to, the, table, for, it,, she, found, she, could, not, possibly, reach]"
"it: she could see it quite plainly through the glass, and she tried her",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[it:, she, could, see, it, quite, plainly, through, the, glass,, and, she, tried, her]"
"best to climb up one of the legs of the table, but it was too slippery;",71,16,"[71.0,16.0]","[0.963384628870272,1.4023978677330722]","[best, to, climb, up, one, of, the, legs, of, the, table,, but, it, was, too, slippery;]"
"and when she had tired herself out with trying, the poor little thing",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[and, when, she, had, tired, herself, out, with, trying,, the, poor, little, thing]"
sat down and cried.,19,4,"[19.0,4.0]","[-0.8016562966671428,-0.781249555642085]","[sat, down, and, cried.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Come, there’s no use in crying like that!” said Alice to herself,",66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[“come,, there’s, no, use, in, crying, like, that!”, said, alice, to, herself,]"
rather sharply; “I advise you to leave off this minute!” She generally,70,12,"[70.0,12.0]","[0.9294415341483986,0.6745153932746865]","[rather, sharply;, “i, advise, you, to, leave, off, this, minute!”, she, generally]"
"gave herself very good advice, (though she very seldom followed it),",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[gave, herself, very, good, advice,, (though, she, very, seldom, followed, it),]"
and sometimes she scolded herself so severely as to bring tears into,68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[and, sometimes, she, scolded, herself, so, severely, as, to, bring, tears, into]"
her eyes; and once she remembered trying to box her own ears for having,71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[her, eyes;, and, once, she, remembered, trying, to, box, her, own, ears, for, having]"
"cheated herself in a game of croquet she was playing against herself,",69,12,"[69.0,12.0]","[0.8954984394265252,0.6745153932746865]","[cheated, herself, in, a, game, of, croquet, she, was, playing, against, herself,]"
for this curious child was very fond of pretending to be two people.,68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[for, this, curious, child, was, very, fond, of, pretending, to, be, two, people.]"
"“But it’s no use now,” thought poor Alice, “to pretend to be two",64,13,"[64.0,13.0]","[0.7257829658171584,0.8564860118892829]","[“but, it’s, no, use, now,”, thought, poor, alice,, “to, pretend, to, be, two]"
"people! Why, there’s hardly enough of me left to make _one_ respectable",71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[people!, why,, there’s, hardly, enough, of, me, left, to, make, _one_, respectable]"
person!”,8,1,"[8.0,1.0]","[-1.1750303386077496,-1.3271614114858743]",[person!”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
Soon her eye fell on a little glass box that was lying under the table:,71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[soon, her, eye, fell, on, a, little, glass, box, that, was, lying, under, the, table:]"
"she opened it, and found in it a very small cake, on which the words",68,15,"[68.0,15.0]","[0.8615553447046519,1.2204272491184758]","[she, opened, it,, and, found, in, it, a, very, small, cake,, on, which, the, words]"
"“EAT ME” were beautifully marked in currants. “Well, I’ll eat it,” said",71,12,"[71.0,12.0]","[0.963384628870272,0.6745153932746865]","[“eat, me”, were, beautifully, marked, in, currants., “well,, i’ll, eat, it,”, said]"
"Alice, “and if it makes me grow larger, I can reach the key; and if it",70,16,"[70.0,16.0]","[0.9294415341483986,1.4023978677330722]","[alice,, “and, if, it, makes, me, grow, larger,, i, can, reach, the, key;, and, if, it]"
"makes me grow smaller, I can creep under the door; so either way I’ll",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[makes, me, grow, smaller,, i, can, creep, under, the, door;, so, either, way, i’ll]"
"get into the garden, and I don’t care which happens!”",53,10,"[53.0,10.0]","[0.3524089238765515,0.31057415604549354]","[get, into, the, garden,, and, i, don’t, care, which, happens!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"She ate a little bit, and said anxiously to herself, “Which way? Which",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[she, ate, a, little, bit,, and, said, anxiously, to, herself,, “which, way?, which]"
"way?”, holding her hand on the top of her head to feel which way it was",71,16,"[71.0,16.0]","[0.963384628870272,1.4023978677330722]","[way?”,, holding, her, hand, on, the, top, of, her, head, to, feel, which, way, it, was]"
"growing, and she was quite surprised to find that she remained the same",71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[growing,, and, she, was, quite, surprised, to, find, that, she, remained, the, same]"
"size: to be sure, this generally happens when one eats cake, but Alice",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[size:, to, be, sure,, this, generally, happens, when, one, eats, cake,, but, alice]"
